ID [IRI]	LABEL
http://purl.obolibrary.org/obo/ZP_0008137	endodermal cell mislocalised, abnormal
http://purl.obolibrary.org/obo/ZP_0008141	caudal fin curved dorsal, abnormal
http://purl.obolibrary.org/obo/ZP_0008152	marginal blastomere necrotic, abnormal
http://purl.obolibrary.org/obo/ZP_0008158	Meckel's cartilage decreased width, abnormal
http://purl.obolibrary.org/obo/ZP_0008159	Meckel's cartilage sharp, abnormal
http://purl.obolibrary.org/obo/ZP_0008161	post-vent region has fewer parts of type mesoderm, abnormal
http://purl.obolibrary.org/obo/ZP_0008164	pigment cell post-vent region decreased amount, abnormal
http://purl.obolibrary.org/obo/ZP_0008165	trunk neural crest cell morphology, abnormal
http://purl.obolibrary.org/obo/ZP_0008166	neural crest cell increased amount, abnormal
http://purl.obolibrary.org/obo/ZP_0008168	eye spherical, abnormal
http://purl.obolibrary.org/obo/ZP_0008169	oral cavity decreased size, abnormal
http://purl.obolibrary.org/obo/ZP_0008172	glial cell (sensu Vertebrata) decreased amount, abnormal
http://purl.obolibrary.org/obo/ZP_0008175	neuromast hair cell decreased functionality, abnormal
http://purl.obolibrary.org/obo/ZP_0008176	endoderm decreased amount, abnormal
http://purl.obolibrary.org/obo/ZP_0008179	proctodeum atretic, abnormal
http://purl.obolibrary.org/obo/ZP_0008180	pronephric duct increased thickness, abnormal
http://purl.obolibrary.org/obo/ZP_0008182	pronephros obstructed, abnormal
http://purl.obolibrary.org/obo/ZP_0008183	cloacal chamber dilated, abnormal
http://purl.obolibrary.org/obo/ZP_0008187	renal glomerulus dilated, abnormal
http://purl.obolibrary.org/obo/ZP_0008188	posterior pronephric duct bent, abnormal
http://purl.obolibrary.org/obo/ZP_0008189	otolith absent, abnormal
http://purl.obolibrary.org/obo/ZP_0008195	glomerular basement membrane disorganized, abnormal
http://purl.obolibrary.org/obo/ZP_0008196	orbit edematous, abnormal
http://purl.obolibrary.org/obo/ZP_0008201	ovary absent, abnormal
http://purl.obolibrary.org/obo/ZP_0008202	testis neoplastic, abnormal
http://purl.obolibrary.org/obo/ZP_0008203	testis degeneration, abnormal
http://purl.obolibrary.org/obo/ZP_0008204	testis has fewer parts of type spermatocyte, abnormal
http://purl.obolibrary.org/obo/ZP_0008205	spermatocyte apoptotic, abnormal
http://purl.obolibrary.org/obo/ZP_0008207	cranial cartilage pharyngeal arch decreased size, abnormal
http://purl.obolibrary.org/obo/ZP_0008208	cranial cartilage neurocranium decreased size, abnormal
http://purl.obolibrary.org/obo/ZP_0008209	brain bulbous, abnormal
http://purl.obolibrary.org/obo/ZP_0008212	cardiac muscle cell atrium decreased amount, abnormal
http://purl.obolibrary.org/obo/ZP_0008213	cardiac muscle cell atrioventricular canal mislocalised, abnormal
http://purl.obolibrary.org/obo/ZP_0008215	fin musculature disorganized, abnormal
http://purl.obolibrary.org/obo/ZP_0008216	cephalic musculature hypoplastic, abnormal
http://purl.obolibrary.org/obo/ZP_0008217	cephalic musculature malformed, abnormal
http://purl.obolibrary.org/obo/ZP_0008226	skeletal muscle cell decreased mass, abnormal
http://purl.obolibrary.org/obo/ZP_0008227	slow muscle cell undulate, abnormal
http://purl.obolibrary.org/obo/ZP_0008231	melanophore stripe decreased thickness, abnormal
http://purl.obolibrary.org/obo/ZP_0008232	trunk vasculature increased branchiness, abnormal
http://purl.obolibrary.org/obo/ZP_0008242	shield increased size, abnormal
http://purl.obolibrary.org/obo/ZP_0008243	axis duplicated, abnormal
http://purl.obolibrary.org/obo/ZP_0008244	trunk truncated, abnormal
http://purl.obolibrary.org/obo/ZP_0008245	post-vent region branched, abnormal
http://purl.obolibrary.org/obo/ZP_0008248	cardiac ventricle physical object quality, abnormal
http://purl.obolibrary.org/obo/ZP_0008249	cardiac ventricle has fewer parts of type ventricular endocardium, abnormal
http://purl.obolibrary.org/obo/ZP_0008252	presumptive bulbus arteriosus hypoplastic, abnormal
http://purl.obolibrary.org/obo/ZP_0008253	presumptive cardiac ventricle heart tube decreased length, abnormal
http://purl.obolibrary.org/obo/ZP_0008254	pharyngeal vasculature hypoplastic, abnormal
http://purl.obolibrary.org/obo/ZP_0008255	pharyngeal vasculature malformed, abnormal
http://purl.obolibrary.org/obo/ZP_0008262	caudal vein disorganized, abnormal
http://purl.obolibrary.org/obo/ZP_0008263	caudal vein functionality, abnormal
http://purl.obolibrary.org/obo/ZP_0008264	posterior cardinal vein functionality, abnormal
http://purl.obolibrary.org/obo/ZP_0008267	hematopoietic stem cell ventral wall of dorsal aorta increased amount, abnormal
http://purl.obolibrary.org/obo/ZP_0008269	ventral fin fold aplastic, abnormal
http://purl.obolibrary.org/obo/ZP_0008275	caudal fin curvature, abnormal
http://purl.obolibrary.org/obo/ZP_0008277	ventral fin fold edematous, abnormal
http://purl.obolibrary.org/obo/ZP_0008282	lateral line morphology, abnormal
http://purl.obolibrary.org/obo/ZP_0008284	neuron brain absent, abnormal
http://purl.obolibrary.org/obo/ZP_0008286	neuronal stem cell decreased amount, abnormal
http://purl.obolibrary.org/obo/ZP_0008287	pronephric glomerulus physical object quality, abnormal
http://purl.obolibrary.org/obo/ZP_0008288	pronephric podocyte morphology, abnormal
http://purl.obolibrary.org/obo/ZP_0008303	inner ear lacks parts or has fewer parts of type otolith, abnormal
http://purl.obolibrary.org/obo/ZP_0008305	presumptive neural retina decreased size, abnormal
http://purl.obolibrary.org/obo/ZP_0008311	telencephalon wholly dorsalized, abnormal
http://purl.obolibrary.org/obo/ZP_0008312	retina fused with cranial nerve II, abnormal
http://purl.obolibrary.org/obo/ZP_0008313	gill absent, abnormal
http://purl.obolibrary.org/obo/ZP_0008314	semicircular canal quality, abnormal
http://purl.obolibrary.org/obo/ZP_0008315	pharyngeal arch 3 skeleton absent, abnormal
http://purl.obolibrary.org/obo/ZP_0008316	palatoquadrate arch morphology, abnormal
http://purl.obolibrary.org/obo/ZP_0008317	ventral mandibular arch fused with palatoquadrate arch, abnormal
http://purl.obolibrary.org/obo/ZP_0008319	palatoquadrate cartilage quality, abnormal
http://purl.obolibrary.org/obo/ZP_0008320	ceratohyal cartilage quality, abnormal
http://purl.obolibrary.org/obo/ZP_0008321	ceratohyal cartilage kinked, abnormal
http://purl.obolibrary.org/obo/ZP_0008326	vascular sprouts posterior cardinal vein absent, abnormal
http://purl.obolibrary.org/obo/ZP_0008327	vascular sprouts posterior cardinal vein decreased amount, abnormal
http://purl.obolibrary.org/obo/ZP_0008333	pronephros dilated, abnormal
http://purl.obolibrary.org/obo/ZP_0008336	gamma-delta T cell aplastic/hypoplastic, abnormal
http://purl.obolibrary.org/obo/ZP_0008339	pronephric duct structure, abnormal
http://purl.obolibrary.org/obo/ZP_0008346	fin shape, abnormal
http://purl.obolibrary.org/obo/ZP_0008347	fin decreased length, abnormal
http://purl.obolibrary.org/obo/ZP_0008348	fin has fewer parts of type lepidotrichium, abnormal
http://purl.obolibrary.org/obo/ZP_0008351	postcranial axial skeleton increased curvature, abnormal
http://purl.obolibrary.org/obo/ZP_0008352	lepidotrichium caudal fin decreased size, abnormal
http://purl.obolibrary.org/obo/ZP_0008353	ventral fin fold decreased length, abnormal
http://purl.obolibrary.org/obo/ZP_0008354	ventral fin fold undulate, abnormal
http://purl.obolibrary.org/obo/ZP_0008355	lepidotrichium anal fin decreased size, abnormal
http://purl.obolibrary.org/obo/ZP_0008356	lepidotrichium dorsal fin decreased size, abnormal
http://purl.obolibrary.org/obo/ZP_0008357	pelvic fin decreased size, abnormal
http://purl.obolibrary.org/obo/ZP_0008358	vertebra shape, abnormal
http://purl.obolibrary.org/obo/ZP_0008359	vertebra increased mass density, abnormal
http://purl.obolibrary.org/obo/ZP_0008360	lepidotrichium undulate, abnormal
http://purl.obolibrary.org/obo/ZP_0008361	lepidotrichium broken, abnormal
http://purl.obolibrary.org/obo/ZP_0008362	lepidotrichium fused with lepidotrichium, abnormal
http://purl.obolibrary.org/obo/ZP_0008363	osteoblast cuboid, abnormal
http://purl.obolibrary.org/obo/ZP_0008369	gall bladder morphology, abnormal
http://purl.obolibrary.org/obo/ZP_0008370	gall bladder absent, abnormal
http://purl.obolibrary.org/obo/ZP_0008371	extrahepatic duct morphology, abnormal
http://purl.obolibrary.org/obo/ZP_0008372	extrahepatic duct decreased size, abnormal
http://purl.obolibrary.org/obo/ZP_0008373	neuron brain increased amount, abnormal
http://purl.obolibrary.org/obo/ZP_0008374	diencephalon hypoplastic, abnormal
http://purl.obolibrary.org/obo/ZP_0008375	forebrain asymmetrical, abnormal
http://purl.obolibrary.org/obo/ZP_0008376	midbrain hypoplastic, abnormal
http://purl.obolibrary.org/obo/ZP_0008377	white matter spatial pattern, abnormal
http://purl.obolibrary.org/obo/ZP_0008378	cardiac ventricle mislocalised, abnormal
http://purl.obolibrary.org/obo/ZP_0008381	blood island lacks parts or has fewer parts of type granulocyte, abnormal
http://purl.obolibrary.org/obo/ZP_0008382	blood island lacks parts or has fewer parts of type macrophage, abnormal
http://purl.obolibrary.org/obo/ZP_0008384	shield increased width, abnormal
http://purl.obolibrary.org/obo/ZP_0008386	skeletal system morphology, abnormal
http://purl.obolibrary.org/obo/ZP_0008388	retinal neural layer structure, abnormal
http://purl.obolibrary.org/obo/ZP_0008391	heart decreased object quality, abnormal
http://purl.obolibrary.org/obo/ZP_0008394	stomodeum shape, abnormal
http://purl.obolibrary.org/obo/ZP_0008397	chondrocyte neurocranial trabecula circular, abnormal
http://purl.obolibrary.org/obo/ZP_0008399	ethmoid cartilage has fewer parts of type chondrocyte, abnormal
http://purl.obolibrary.org/obo/ZP_0008401	chondrocyte ethmoid cartilage shape, abnormal
http://purl.obolibrary.org/obo/ZP_0008406	hindbrain structure, abnormal
http://purl.obolibrary.org/obo/ZP_0008412	ventral fin fold absent, abnormal
http://purl.obolibrary.org/obo/ZP_0008417	floor plate deformed, abnormal
http://purl.obolibrary.org/obo/ZP_0008420	pronephros deformed, abnormal
http://purl.obolibrary.org/obo/ZP_0008422	cell lymphangioblast cord decreased amount, abnormal
http://purl.obolibrary.org/obo/ZP_0008423	somite border curvature, abnormal
http://purl.obolibrary.org/obo/ZP_0008424	Kupffer's vesicle non-functional, abnormal
http://purl.obolibrary.org/obo/ZP_0008430	cranial neural crest morphology, abnormal
http://purl.obolibrary.org/obo/ZP_0008433	ethmoid cartilage notched, abnormal
http://purl.obolibrary.org/obo/ZP_0008434	ethmoid cartilage perforate, abnormal
http://purl.obolibrary.org/obo/ZP_0008435	ethmoid cartilage shortened, abnormal
http://purl.obolibrary.org/obo/ZP_0008436	trabecula communis hypoplastic, abnormal
http://purl.obolibrary.org/obo/ZP_0008438	palate cleft, abnormal
http://purl.obolibrary.org/obo/ZP_0008445	hair cell lateral crista morphology, abnormal
http://purl.obolibrary.org/obo/ZP_0008451	neuromast hair cell functionality, abnormal
http://purl.obolibrary.org/obo/ZP_0008456	myoseptum decreased thickness, abnormal
http://purl.obolibrary.org/obo/ZP_0008461	musculature system disorganized, abnormal
http://purl.obolibrary.org/obo/ZP_0008462	keratinocyte detached from whole organism, abnormal
http://purl.obolibrary.org/obo/ZP_0008463	midbrain increased size, abnormal
http://purl.obolibrary.org/obo/ZP_0008464	heart primordium bifurcated, abnormal
http://purl.obolibrary.org/obo/ZP_0008465	prechordal plate position, abnormal
http://purl.obolibrary.org/obo/ZP_0008466	organizer inducing center increased width, abnormal
http://purl.obolibrary.org/obo/ZP_0008479	retina deformed, abnormal
http://purl.obolibrary.org/obo/ZP_0008484	ethmoid cartilage absent, abnormal
http://purl.obolibrary.org/obo/ZP_0008485	pronephric tubule increased width, abnormal
http://purl.obolibrary.org/obo/ZP_0008492	ventral mandibular arch deformed, abnormal
http://purl.obolibrary.org/obo/ZP_0008493	hyosymplectic cartilage decreased length, abnormal
http://purl.obolibrary.org/obo/ZP_0008499	hair cell anterior macula decreased amount, abnormal
http://purl.obolibrary.org/obo/ZP_0008500	neuromast physical object quality, abnormal
http://purl.obolibrary.org/obo/ZP_0008501	pronephric podocyte structure, abnormal
http://purl.obolibrary.org/obo/ZP_0008502	pronephric podocyte disorganized, abnormal
http://purl.obolibrary.org/obo/ZP_0008503	pronephric glomerular basement membrane disorganized, abnormal
http://purl.obolibrary.org/obo/ZP_0008506	lens physical object quality, abnormal
http://purl.obolibrary.org/obo/ZP_0008510	cell lens shape, abnormal
http://purl.obolibrary.org/obo/ZP_0008511	cornea composition, abnormal
http://purl.obolibrary.org/obo/ZP_0008513	pupil absent, abnormal
http://purl.obolibrary.org/obo/ZP_0008515	lens epithelium structure, abnormal
http://purl.obolibrary.org/obo/ZP_0008527	vasculature yolk decreased amount, abnormal
http://purl.obolibrary.org/obo/ZP_0008528	pharyngeal arch 3-7 deformed, abnormal
http://purl.obolibrary.org/obo/ZP_0008530	vertical myoseptum structure, abnormal
http://purl.obolibrary.org/obo/ZP_0008531	vertical myoseptum decreased length, abnormal
http://purl.obolibrary.org/obo/ZP_0008535	rhombomere 5 decreased thickness, abnormal
http://purl.obolibrary.org/obo/ZP_0008536	rhombomere 3 decreased thickness, abnormal
http://purl.obolibrary.org/obo/ZP_0008537	cell detached from post-vent region, abnormal
http://purl.obolibrary.org/obo/ZP_0008541	retina edematous, abnormal
http://purl.obolibrary.org/obo/ZP_0008542	ocular blood vessel retinal inner plexiform layer mislocalised, abnormal
http://purl.obolibrary.org/obo/ZP_0008543	pronephric podocyte physical object quality, abnormal
http://purl.obolibrary.org/obo/ZP_0008544	blood vessel trunk vasculature increased amount, abnormal
http://purl.obolibrary.org/obo/ZP_0008546	hyaloid vessel branched, abnormal
http://purl.obolibrary.org/obo/ZP_0008547	hyaloid vessel malformed, abnormal
http://purl.obolibrary.org/obo/ZP_0008548	optic choroid vascular plexus branched, abnormal
http://purl.obolibrary.org/obo/ZP_0008549	optic choroid vascular plexus malformed, abnormal
http://purl.obolibrary.org/obo/ZP_0008550	cranial blood vessel increased amount, abnormal
http://purl.obolibrary.org/obo/ZP_0008551	ocular blood vessel branched, abnormal
http://purl.obolibrary.org/obo/ZP_0008552	nucleate erythrocyte optical quality, abnormal
http://purl.obolibrary.org/obo/ZP_0008559	chondrocyte Meckel's cartilage malformed, abnormal
http://purl.obolibrary.org/obo/ZP_0008562	chondroblast spatial pattern, abnormal
http://purl.obolibrary.org/obo/ZP_0008568	intersegmental vessel has fewer parts of type cell, abnormal
http://purl.obolibrary.org/obo/ZP_0008570	dorsal longitudinal anastomotic vessel mislocalised, abnormal
http://purl.obolibrary.org/obo/ZP_0008571	retinal outer plexiform layer aplastic, abnormal
http://purl.obolibrary.org/obo/ZP_0008572	retinal outer nuclear layer aplastic, abnormal
http://purl.obolibrary.org/obo/ZP_0008577	horizontal cell absent, abnormal
http://purl.obolibrary.org/obo/ZP_0008580	deep blastomere circular, abnormal
http://purl.obolibrary.org/obo/ZP_0008582	portion of tissue cardiac ventricle increased thickness, abnormal
http://purl.obolibrary.org/obo/ZP_0008588	brain atrophied, abnormal
http://purl.obolibrary.org/obo/ZP_0008593	neuron brain mislocalised, abnormal
http://purl.obolibrary.org/obo/ZP_0008596	tectal ventricle decreased width, abnormal
http://purl.obolibrary.org/obo/ZP_0008597	atrium shortened, abnormal
http://purl.obolibrary.org/obo/ZP_0008599	spinal cord interneuron increased amount, abnormal
http://purl.obolibrary.org/obo/ZP_0008602	spinal cord structure, abnormal
http://purl.obolibrary.org/obo/ZP_0008610	fin absent, abnormal
http://purl.obolibrary.org/obo/ZP_0008611	caudal fin absent, abnormal
http://purl.obolibrary.org/obo/ZP_0008614	pelvic fin absent, abnormal
http://purl.obolibrary.org/obo/ZP_0008615	pectoral fin distal radial fused with pectoral fin distal radial, abnormal
http://purl.obolibrary.org/obo/ZP_0008617	retinal ganglion cell retinal ganglion cell layer increased amount, abnormal
http://purl.obolibrary.org/obo/ZP_0008620	eye photoreceptor cell shape, abnormal
http://purl.obolibrary.org/obo/ZP_0008621	retinal ganglion cell increased amount, abnormal
http://purl.obolibrary.org/obo/ZP_0008622	retinal ganglion cell mislocalised, abnormal
http://purl.obolibrary.org/obo/ZP_0008623	notochord broken, abnormal
http://purl.obolibrary.org/obo/ZP_0008624	post-vent region increased amount, abnormal
http://purl.obolibrary.org/obo/ZP_0008625	pectoral fin physical object quality, abnormal
http://purl.obolibrary.org/obo/ZP_0008628	neuroectoderm apoptotic, abnormal
http://purl.obolibrary.org/obo/ZP_0008629	nucleate erythrocyte hypoplastic, abnormal
http://purl.obolibrary.org/obo/ZP_0008633	chondrocyte Meckel's cartilage obtuse, abnormal
http://purl.obolibrary.org/obo/ZP_0008634	chondrocyte ceratohyal cartilage obtuse, abnormal
http://purl.obolibrary.org/obo/ZP_0008635	chondrocyte pharyngeal arch cartilage malformed, abnormal
http://purl.obolibrary.org/obo/ZP_0008636	chondrocyte malformed, abnormal
http://purl.obolibrary.org/obo/ZP_0008644	parachordal vessel absent, abnormal
http://purl.obolibrary.org/obo/ZP_0008646	ON-bipolar cell functionality, abnormal
http://purl.obolibrary.org/obo/ZP_0008651	xanthophore spatial pattern, abnormal
http://purl.obolibrary.org/obo/ZP_0008652	midbrain hindbrain boundary decreased width, abnormal
http://purl.obolibrary.org/obo/ZP_0008653	tegmentum increased size, abnormal
http://purl.obolibrary.org/obo/ZP_0008655	mouth prominent, abnormal
http://purl.obolibrary.org/obo/ZP_0008657	optic cup prominent, abnormal
http://purl.obolibrary.org/obo/ZP_0008661	somite trunk increased width, abnormal
http://purl.obolibrary.org/obo/ZP_0008663	atrioventricular canal increased width, abnormal
http://purl.obolibrary.org/obo/ZP_0008664	fin bud decreased size, abnormal
http://purl.obolibrary.org/obo/ZP_0008670	dorsal longitudinal anastomotic vessel non-functional, abnormal
http://purl.obolibrary.org/obo/ZP_0008672	fin vasculature decreased functionality, abnormal
http://purl.obolibrary.org/obo/ZP_0008677	spleen decreased size, abnormal
http://purl.obolibrary.org/obo/ZP_0008678	spleen agenesis, abnormal
http://purl.obolibrary.org/obo/ZP_0008680	presumptive cardiac ventricle heart tube mislocalised, abnormal
http://purl.obolibrary.org/obo/ZP_0008685	pronephros morphology, abnormal
http://purl.obolibrary.org/obo/ZP_0008687	presumptive endoderm increased width, abnormal
http://purl.obolibrary.org/obo/ZP_0008688	pharyngeal endoderm increased width, abnormal
http://purl.obolibrary.org/obo/ZP_0008690	pronephric proximal convoluted tubule morphology, abnormal
http://purl.obolibrary.org/obo/ZP_0008691	anterior lateral mesoderm morphology, abnormal
http://purl.obolibrary.org/obo/ZP_0008692	epiphysis apoptotic, abnormal
http://purl.obolibrary.org/obo/ZP_0008693	telencephalon apoptotic, abnormal
http://purl.obolibrary.org/obo/ZP_0008700	trunk shape, abnormal
http://purl.obolibrary.org/obo/ZP_0008702	melanocyte yolk decreased amount, abnormal
http://purl.obolibrary.org/obo/ZP_0008716	blood vessel inner optic circle decreased size, abnormal
http://purl.obolibrary.org/obo/ZP_0008717	blood vessel inner optic circle elliptic, abnormal
http://purl.obolibrary.org/obo/ZP_0008718	ocular blood vessel deformed, abnormal
http://purl.obolibrary.org/obo/ZP_0008722	notochord disorganized, abnormal
http://purl.obolibrary.org/obo/ZP_0008723	vertical myoseptum curved, abnormal
http://purl.obolibrary.org/obo/ZP_0008724	myotome decreased mass, abnormal
http://purl.obolibrary.org/obo/ZP_0008729	myoseptum disorganized, abnormal
http://purl.obolibrary.org/obo/ZP_0008730	myoseptum increased distance myoseptum, abnormal
http://purl.obolibrary.org/obo/ZP_0008733	neural tube disorganized, abnormal
http://purl.obolibrary.org/obo/ZP_0008737	somite curved, abnormal
http://purl.obolibrary.org/obo/ZP_0008739	hyosymplectic cartilage disorganized, abnormal
http://purl.obolibrary.org/obo/ZP_0008740	melanocyte apoptotic, abnormal
http://purl.obolibrary.org/obo/ZP_0008750	muscle cell apoptotic, abnormal
http://purl.obolibrary.org/obo/ZP_0008761	pharynx has fewer parts of type goblet cell, abnormal
http://purl.obolibrary.org/obo/ZP_0008762	goblet cell pharynx decreased amount, abnormal
http://purl.obolibrary.org/obo/ZP_0008763	retinal photoreceptor layer decreased size, abnormal
http://purl.obolibrary.org/obo/ZP_0008764	retinal pigmented epithelium increased size, abnormal
http://purl.obolibrary.org/obo/ZP_0008770	enterocyte intestinal bulb decreased amount, abnormal
http://purl.obolibrary.org/obo/ZP_0008771	retinal outer plexiform layer decreased size, abnormal
http://purl.obolibrary.org/obo/ZP_0008772	intestine apoptotic, abnormal
http://purl.obolibrary.org/obo/ZP_0008773	intestine has fewer parts of type goblet cell, abnormal
http://purl.obolibrary.org/obo/ZP_0008776	intestinal epithelium surface feature shape, abnormal
http://purl.obolibrary.org/obo/ZP_0008780	enteroendocrine cell intestinal epithelium decreased amount, abnormal
http://purl.obolibrary.org/obo/ZP_0008781	intestinal bulb epithelium decreased thickness, abnormal
http://purl.obolibrary.org/obo/ZP_0008782	intestinal bulb epithelium surface feature shape, abnormal
http://purl.obolibrary.org/obo/ZP_0008784	goblet cell posterior intestine epithelium absent, abnormal
http://purl.obolibrary.org/obo/ZP_0008787	caudal artery malformed, abnormal
http://purl.obolibrary.org/obo/ZP_0008789	intersegmental vessel fused with intersegmental vessel, abnormal
http://purl.obolibrary.org/obo/ZP_0008791	dorsal longitudinal anastomotic vessel shape, abnormal
http://purl.obolibrary.org/obo/ZP_0008793	motor neuron spinal cord morphology, abnormal
http://purl.obolibrary.org/obo/ZP_0008800	otolith organ increased amount, abnormal
http://purl.obolibrary.org/obo/ZP_0008805	motor neuron spinal cord malformed, abnormal
http://purl.obolibrary.org/obo/ZP_0008806	primary motor neuron spinal cord malformed, abnormal
http://purl.obolibrary.org/obo/ZP_0008807	cranial nerve VII malformed, abnormal
http://purl.obolibrary.org/obo/ZP_0008808	cranial nerve V malformed, abnormal
http://purl.obolibrary.org/obo/ZP_0008816	basal plate midbrain region decreased size, abnormal
http://purl.obolibrary.org/obo/ZP_0008817	intestinal bulb morphology, abnormal
http://purl.obolibrary.org/obo/ZP_0008818	zona limitans intrathalamica decreased size, abnormal
http://purl.obolibrary.org/obo/ZP_0008819	goblet cell intestinal epithelium absent, abnormal
http://purl.obolibrary.org/obo/ZP_0008820	enterocyte intestinal epithelium absent, abnormal
http://purl.obolibrary.org/obo/ZP_0008821	epithelial cell mid intestine epithelium cuboid, abnormal
http://purl.obolibrary.org/obo/ZP_0008822	epithelial cell posterior intestine epithelium cuboid, abnormal
http://purl.obolibrary.org/obo/ZP_0008823	enteroendocrine cell absent, abnormal
http://purl.obolibrary.org/obo/ZP_0008824	mesodermal cell decreased amount, abnormal
http://purl.obolibrary.org/obo/ZP_0008828	abductor hyohyoid has fewer parts of type skeletal muscle cell, abnormal
http://purl.obolibrary.org/obo/ZP_0008829	adductor operculi has fewer parts of type skeletal muscle cell, abnormal
http://purl.obolibrary.org/obo/ZP_0008830	dilatator operculi has fewer parts of type skeletal muscle cell, abnormal
http://purl.obolibrary.org/obo/ZP_0008831	levator operculi has fewer parts of type skeletal muscle cell, abnormal
http://purl.obolibrary.org/obo/ZP_0008832	adductor hyohyoid has fewer parts of type skeletal muscle cell, abnormal
http://purl.obolibrary.org/obo/ZP_0008833	pronephric duct opening morphology, abnormal
http://purl.obolibrary.org/obo/ZP_0008834	neuromast increased size, abnormal
http://purl.obolibrary.org/obo/ZP_0008852	slow muscle cell myotome decreased functionality, abnormal
http://purl.obolibrary.org/obo/ZP_0008853	fast muscle cell myotome decreased functionality, abnormal
http://purl.obolibrary.org/obo/ZP_0008861	pharyngeal arch agenesis, abnormal
http://purl.obolibrary.org/obo/ZP_0008862	pharyngeal arch 3-7 agenesis, abnormal
http://purl.obolibrary.org/obo/ZP_0008863	midbrain hindbrain boundary increased length, abnormal
http://purl.obolibrary.org/obo/ZP_0008868	cranium deformed, abnormal
http://purl.obolibrary.org/obo/ZP_0008869	neuroectoderm deformed, abnormal
http://purl.obolibrary.org/obo/ZP_0008872	thymus lacks parts or has fewer parts of type pro-T cell, abnormal
http://purl.obolibrary.org/obo/ZP_0008873	pro-T cell decreased amount, abnormal
http://purl.obolibrary.org/obo/ZP_0008875	trunk vasculature spatial pattern, abnormal
http://purl.obolibrary.org/obo/ZP_0008880	exocrine pancreas disorganized, abnormal
http://purl.obolibrary.org/obo/ZP_0008886	intersegmental vein decreased size, abnormal
http://purl.obolibrary.org/obo/ZP_0008889	anatomical structure aplastic, abnormal
http://purl.obolibrary.org/obo/ZP_0008890	tail bud increased amount, abnormal
http://purl.obolibrary.org/obo/ZP_0008891	notochord increased amount, abnormal
http://purl.obolibrary.org/obo/ZP_0008896	heart tubular, abnormal
http://purl.obolibrary.org/obo/ZP_0008897	facial nerve motor nucleus has fewer parts of type motor neuron, abnormal
http://purl.obolibrary.org/obo/ZP_0008898	motor neuron cranial nerve position, abnormal
http://purl.obolibrary.org/obo/ZP_0008902	vertebra increased distance vertebra, abnormal
http://purl.obolibrary.org/obo/ZP_0008903	vertebra has fewer parts of type neural spine, abnormal
http://purl.obolibrary.org/obo/ZP_0008904	vertebra has fewer parts of type hemal spine, abnormal
http://purl.obolibrary.org/obo/ZP_0008905	cranial neural crest disorganized, abnormal
http://purl.obolibrary.org/obo/ZP_0008906	cranial neural crest has fewer parts of type cranial neural crest cell, abnormal
http://purl.obolibrary.org/obo/ZP_0008907	facial ganglion hypoplastic, abnormal
http://purl.obolibrary.org/obo/ZP_0008910	pharyngeal arch decreased amount, abnormal
http://purl.obolibrary.org/obo/ZP_0008911	neural spine decreased size, abnormal
http://purl.obolibrary.org/obo/ZP_0008912	hemal spine decreased size, abnormal
http://purl.obolibrary.org/obo/ZP_0008913	somite border malformed, abnormal
http://purl.obolibrary.org/obo/ZP_0008914	pharyngeal arch 3-7 absent, abnormal
http://purl.obolibrary.org/obo/ZP_0008917	eye photoreceptor cell absent, abnormal
http://purl.obolibrary.org/obo/ZP_0008924	otolith organ altered number of otolith, abnormal
http://purl.obolibrary.org/obo/ZP_0008925	otolith aplastic, abnormal
http://purl.obolibrary.org/obo/ZP_0008927	blood cell intermediate cell mass of mesoderm decreased amount, abnormal
http://purl.obolibrary.org/obo/ZP_0008928	midbrain degenerate, abnormal
http://purl.obolibrary.org/obo/ZP_0008930	fourth ventricle dilated, abnormal
http://purl.obolibrary.org/obo/ZP_0008931	tectal ventricle dilated, abnormal
http://purl.obolibrary.org/obo/ZP_0008936	ceratobranchial cartilage hypoplastic, abnormal
http://purl.obolibrary.org/obo/ZP_0008939	epithelial cell pronephros shortened, abnormal
http://purl.obolibrary.org/obo/ZP_0008942	pronephric tubule increased size, abnormal
http://purl.obolibrary.org/obo/ZP_0008943	pronephric proximal convoluted tubule closed, abnormal
http://purl.obolibrary.org/obo/ZP_0008951	midbrain disorganized, abnormal
http://purl.obolibrary.org/obo/ZP_0008953	cranial nerve III decreased size, abnormal
http://purl.obolibrary.org/obo/ZP_0008954	cranial nerve X morphology, abnormal
http://purl.obolibrary.org/obo/ZP_0008955	cranial nerve IV decreased size, abnormal
http://purl.obolibrary.org/obo/ZP_0008956	cranial nerve VII decreased size, abnormal
http://purl.obolibrary.org/obo/ZP_0008957	cranial nerve VII disorganized, abnormal
http://purl.obolibrary.org/obo/ZP_0008958	cranial nerve V decreased size, abnormal
http://purl.obolibrary.org/obo/ZP_0008959	cranial nerve V disorganized, abnormal
http://purl.obolibrary.org/obo/ZP_0008960	cardiac ventricle decreased volume, abnormal
http://purl.obolibrary.org/obo/ZP_0008963	cranial ganglion morphology, abnormal
http://purl.obolibrary.org/obo/ZP_0008964	glial cell lateral line decreased amount, abnormal
http://purl.obolibrary.org/obo/ZP_0008966	T cell decreased amount, abnormal
http://purl.obolibrary.org/obo/ZP_0008969	fast muscle cell myotome physical object quality, abnormal
http://purl.obolibrary.org/obo/ZP_0008975	post-vent region mislocalised, abnormal
